,descricao,estado,envelhecimento,alcool,marca,madeira,grupo,madeira,tipo,volume,preco
27,"A Cachaça Germana Heritage é produzida na cidade de Nova União/MG. Envelhecida 10 anos no barril de carvalho, com 40,5% de teor alcoólico.   Com nome de santa curandeira, a cachaça traz em sua estrutura várias histórias de mulheres guerreiras. A começar pela senhora, cujo o nome resolvemos resguardar, que coloca a palha de bananeira na garrafa, uma por uma, há anos. Até hoje. O amor pela marca e pela cachaça faz com que essa senhora trabalhe com afinco e dedicação. O nome Germana, como mencionamos, é uma homenagem a uma figura mística daqui de Minas que fazia remédios curandeiros. A cachaça em Minas é tida em muitos lugarejos como remédio. Serve pra curar febre, pra curar resfriado, cura paixão, cura dor de cabeça, homem desnutrido e cachaceiro. Há quem diga que água morro abaixo, fogo morro acima e cachaceiro com dinheiro querendo beber, ninguém segura. A cachaça Germana é responsável por grande fama que a cachaça artesanal tem hoje no Brasil. Eleita em vários concursos com uma das melhoras cachaças artesanais do Brasil. A família Caetano, que são os produtores, estão há anos aprimorando seus equipamentos e sua forma de interajir com a população que ainda não conhece a ""danada"". Beber cachaça é praticamente um ritual para essa tão nobre tradicional família. Tudo começa com o visual. É preciso balançar a cachaça no copo para ver o seu choro escorrendo nas laterias, é preciso respirar fundo para sentir o bálsamo sem ardor, é preciso encostar os lábios e esfregá-lo para sentir a textura, é preciso beber e segurar na língua para saborear e depois mandar pra dentro. É um jeito erudito de se apreciar a boa cachaça mineira. Experimente Germana e lembre-se do elo que existe entre todos que a produzem e você.",Minas Gerais,10 anos,"40,5% Vol.",Germana,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$237,95"
28,"A cachaça Germana Brasil é envelhecida por 5 anos em tonéis de carvalho francês, trata-se de uma cachaça especial preparada pelo ""master blender"". O aroma adocicado é mais presente e o sabor da madeira se destaca entre as demais características. Sugestões de acompanhamento para cachaça Germana Brasil: Castanha de caju.",Minas Gerais,5 anos,"40,5% Vol.",Germana,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$124,95"
29,"A cachaça artesanal João Mendes é produzida com carinho pela família João Mendes há mais de 25 anos e segue os padrões de qualidade de uma autêntica cachaça mineira. O cuidado começa no plantio e no desenvolvimento da cana, etapa que tem como parceira a Universidade Federal de Lavras, um dos maiores centros de ciências agrárias do país. A fermentação utiliza processos naturais e a destilação é feita em alambiques de cobre. Para refinar ainda mais o sabor, o produto final é envelhecido em tonéis de carvalho. O resultado é uma cachaça artesanal pura e original.",Minas Gerais,Não,38%  Vol.,João Mendes,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$32,90"
30,"A cachaça Salinas é produzida na região de da capital mineira da cachaça, na cidade de Salinas/MG. Envelhecida dois anos e meio no bálsamo e com 42% de teor alcoólico.   A fama da cachaça Salinas não está ligada tão somente ao nome mas também pela sua qualidade e tradição. São anos de história e conquistas. Vencedora de inúmeros festivais, a cachaça Salinas é uma das poucas que está presente em muitos bares, adegas pessoas, restaurante e botecos espalhados por este Brasilzão todo. Beber Salinas lhe confere experiência no paladar. É saber que não se toma apenas uma simples cachaças mas um produto que é resultado de uma linha de tempo repleta de desafios, inovação, cálculos, coragem e persistência. Atingir esse nível de cachaça não é para amadores. Por pouco Salinas não se torna uma bebida sinônimo de cachaça. O nome é uma conquista de alguém da vanguarda, que previa o futuro e sabia que ao redor desta produção nasceria outras marcas, como estrelas que formam uma galáxia, sendo a Salinas o próprio Big Bang. A explosão que causou toda essa glamour a uma bebida totalmente brasileira. Beba salinas e galope nos cometas mais vibrantes deste mundo fictício que é festejar e gozar a vida.",Minas Gerais,"2,5 anos",42% Vol.,Salinas,Bálsamo,Cachaça,Bálsamo,Não,700 ml,"R$34,90"
31,"Há muito o que se falar da cachaça Seleta, primeiro que ela é um produto da fazenda Seleta, que é o alambique que mais produz cachaça artesanal no Brasil. Localizada na capital mineira da cachaça, Salinas/MG.   O Sô Tonim, como é conhecido, é o dono da cachaça e uma figura muito conhecida no ramo da cachaça, homem de bom coração, foi um dos pioneiros a divulgar a cachaça artesanal para o Brasil e o mundo. A cachaça é envelhecida no barril de umburana por 2 anos. Tem um pergume único e de leveza agradável. Um produto com selo Salinas. Reza a lenda que a terra daquela região é sagrada para os produtores de cana de açúcar. Há um grande diferencial da cana plantada por lá em relação a de outras regiões do Brasil. Por isso as cachaças de Salinas são tão procuradas.  A cachaça é sagrada para muitos apreciadores. Isso está ligado com a escravidão e a triste história do seu nascimento. Por isso é uma bebida de respeito que merece amor, ternura e muito capricho em sua preparação. Para muitos é carregada de espíritos que lutaram pela liberdade, para outros, representa a força para romper com um sistema severo, e para mais, uma bebida que representa a história de uma nação. O líquido precioso que caminha de mãos dadas com a evolução deste país. As lágrimas do choro de uma nação festeira. Com esse respeito todo é que se faz essa tão apreciada cachaça. Seleta.",Minas Gerais,Não,42% Vol.,Seleta,Umburana,Cachaça,Umburana,Não,600 ml,"R$29,90"
32,"A cachaça Milagre de Minas, produzida em Ouro Preto - Minas Gerais - é receita da acadêmica Maria Aparecida Zurli, que resultou numa composição com quinze ervas. É muito suave e bastante aromática. 
Aguardente composta com ervas aromáticas",Minas Gerais,2 anos,40% Vol.,Milagre de Minas,Carvalho,Cachaça,Não,Não,700 ml,"R$36,96"
33,"A cachaça Weber Haus Reserva Especial é produzida na cidade de Ivoti/RS. Envelhecida seis anos no barril de carvalho e bálsamo, com 38% de teor alcoólico.   Uma das cachaças mais presentes em nobres bares particulares ou comerciais. Com uma embalagem inovadora, o trâmite da passagem da garrafa para o copo já nos deixa cativo. É que é preciso admiração para servir. Não se pode ligar o automatico neste momento como fazemos com garrafas comuns. Essa necessidade já lhe deixa fissurado. É alquimista demais para que o final do filme não seja perfeito. Após a primeira cena, de servidão, é hora de sentir o bálsamo dessa cachaça esverdeada pelo musgo da madeira. É hora de nos redermos ao mais puro perfume da cachaça límpida, descansada e fresca. Cuidado pra cachaceiro não sentir esse cheiro, ele pode virar um Smigol e ficar gritando ""My precious, my precious"". É preciso abrir em um momento muito especial. É preciso servir com brilho nos olhos. O sabor na boca é o encantamento da saída da Matrix. O novo mundo que se abre nas papílas degustativa nos faz cair antecipadamente no sentimento de culpa por não estar servindo a todos que amamos. É necessário rever esse gole, é necessário retomar o controle e seguir apreciando esse rio doce. Convide os amados e aproveite para contagiar a todos com a alegria de luz que emana depois de cada gole dourado.",Rio Grande do Sul,6 anos,38%  Vol.,Weber Haus,Carvalho e Bálsamo,Cachaça,Carvalho e Bálsamo,Não,750 ml,"R$172,90"
34,"A cachaça Sabor de Minas é produzida na cidade de Salinas/MG, capital mineira da cachaça. Envelhecida aproxidamente dois anos no bálsamo, com 42% de cachaça.   O nome da cachaça pode parecer óbvio para muitos, mas é preciso aprofundar-se mais neste contexto para realmente entender o que é o sabor de minas. Como representar de forma explosiva em sabores na boca do apreciador um estado montanhoso e diversificado ambientalmente? Sim, isso somente os loucos por cachaças entenderão. Somente nas noites estreladas de Salinas é que se enxerga o mestre preparando a cana para ser transformada em um mapa bebível. Como se pegasse o estado inteiro e batesse em um liquidificador e tomasse o suco. Mas não é dessa forma que o sabor de Minas é extraído da cana. É preciso antes de tudo de amor ao processo. É preciso se desligar do mundo para imprimir o mundo. O artista só consegue desenhar o modelo se ele não for modelo. Não dá para desenhar seu rosto sem se ver. Não dá pra expressar Minas em uma bebída sem sair do seu corpo e mente de forma transcendental. Produzir a Sabor de Minas é isso, desligar-se de tudo e de todos e focar apenas no que não é tangível. É manipular o que não se vê e que só se sente. Não referimos ao material e sim a verdadeira essência de se cozinhar algo. Fazer comida não é misturar matéria, é enxergar na frente uma sensação boa de satisfação. O gosto da carne nos remete ao bicho, o gosto da sabor de Minas nos remete ao estado inteiro. Como se partisse o triângulo mineiro e misturasse com o vale do Jequitinhonha. É tudo isso em cada gole, em cada cheiro. Aprecie essa maravilha detalhada e comente depois conosco o que sentiu.",Minas Gerais,Não,42% Vol.,Sabor de Minas,Bálsamo,Cachaça,Bálsamo,Não,670 ml,"R$64,80"
35,"A cachaça Sabor de Minas é produzida na cidade de Salinas/MG, capital mineira da cachaça. Envelhecida aproxidamente dois anos no bálsamo, com 42% de cachaça.   O nome da cachaça pode parecer óbvio para muitos, mas é preciso aprofundar-se mais neste contexto para realmente entender o que é o sabor de minas. Como representar de forma explosiva em sabores na boca do apreciador um estado montanhoso e diversificado ambientalmente? Sim, isso somente os loucos por cachaças entenderão. Somente nas noites estreladas de Salinas é que se enxerga o mestre preparando a cana para ser transformada em um mapa bebível. Como se pegasse o estado inteiro e batesse em um liquidificador e tomasse o suco. Mas não é dessa forma que o sabor de Minas é extraído da cana. É preciso antes de tudo de amor ao processo. É preciso se desligar do mundo para imprimir o mundo. O artista só consegue desenhar o modelo se ele não for modelo. Não dá para desenhar seu rosto sem se ver. Não dá pra expressar Minas em uma bebída sem sair do seu corpo e mente de forma transcendental. Produzir a Sabor de Minas é isso, desligar-se de tudo e de todos e focar apenas no que não é tangível. É manipular o que não se vê e que só se sente. Não referimos ao material e sim a verdadeira essência de se cozinhar algo. Fazer comida não é misturar matéria, é enxergar na frente uma sensação boa de satisfação. O gosto da carne nos remete ao bicho, o gosto da sabor de Minas nos remete ao estado inteiro. Como se partisse o triângulo mineiro e misturasse com o vale do Jequitinhonha. É tudo isso em cada gole, em cada cheiro. Aprecie essa maravilha detalhada e comente depois conosco o que sentiu.",Minas Gerais,Não,42% Vol.,Sabor de Minas,Bálsamo,Cachaça,Bálsamo,Não,50 ml,"R$9,95"
36,"A Cachaça Fogo da Cana, de Santa Catarina, tem 40% de teor alcoólico e é envelhecida no Carvalho por aproxidamente 2 anos. Seu nome é um desafio, uma ilusão ao que se revela no âmago do planeta terra, o que está escondido e quente, o fogo do núcleo, o fogo do sol, o fogo ainda não aceso mas já em evidência concentrado em energia líquida.   Uma nova forma de sentir o fogo sem se queimar, o sabor do fogo, o gosto ímpeto da cana transformada e concentrada. Um desejo de atingir o nirvana sem se jogar ás chamas. A metamorfose das labaredas. O mesmo fogo que aquece o alambique é o que está sendo diluído na forma paradoxal de cana de açúcar em cachaça. Como malabaristas que cospem fogo, faremos ao contrário, mas não enguliremos chamas, beberemos o fogo da cana domado, controlado e saborizado, o poder do reino do fogo em forma líquida. Beber o fogo das estrelas como fazem os buracos negros. Eleve-se, tenha controle do que há de mais ambudante no universo. E sinta-se em paz. Beba Fogo da Cana. Mas não ""amarre um fogo"". Beba com moderação.",Santa Catarina,Não,40% Vol.,Fogo da Cana,Carvalho,Cachaça,Carvalho,Não,700 ml,"R$44,40"
37,"Kit para eventos corporativos, feiras e festas. Presente fino e original. Presenteie com cachaça, a única bebida tipicamente brasileira. Chega de caneta!!! A cachaça Fogo da Cana é produzida no município de Braço do Trombudo, em Santa Catarina. A Destilaria Rex, dona da marca, nasceu com o objetivo de desenvolver uma cachaça artesanal de alambique que satisfaça aos mais requintados paladares. Consolidando a interação entre paixão, trabalho, conhecimento e tecnologia, a Destilaria Rex encontrou seu caminho neste investimento promissor. Suas instalações são equipadas com o que há de melhor para garantir um processo artesanal e com controle de qualidade rigoroso. Os barris de carvalho utilizados no envelhecimento contam com uma tecnologia inovadora e realçam ainda mais o sabor característico de um produto artesanal, de uma boa cachaça envelhecida",Santa Catarina,Não,40% Vol.,Não,Não,Kit,Não,Não,Não,"R$39,90"
